round,method,legal_accuracy,client_drift
55,FedProx,0.6567052981957806,0.16757136914254717
56,FedProx,0.6559274087463381,0.16339528053332014
57,FedProx,0.6578748993234574,0.1633011801353036
58,FedProx,0.6587842893332544,0.16158441125466075
59,FedProx,0.6576355802173922,0.16140872977487652
60,FedProx,0.6590254261342829,0.15572604510622706
61,FedProx,0.6603568760663031,0.15554154610983492
62,FedProx,0.6600542985182508,0.1502922929220416
63,FedProx,0.662364658528508,0.15318849245713717
64,FedProx,0.666994182414584,0.14790500813647517
65,FedProx,0.66366526370907,0.14467014569190306
66,FedProx,0.6625456361927647,0.14641116622179617
67,FedProx,0.6577904783163248,0.1470189813987613
68,FedProx,0.6644657866823883,0.14006744767160773
69,FedProx,0.6578980673600733,0.1392791709931091
70,FedProx,0.6599309233711101,0.13833722527615405
71,FedProx,0.6671262087261908,0.13596241834885703
72,FedProx,0.6670701876228019,0.13740648851063172
73,FedProx,0.6648763451154716,0.1334871935273026
74,FedProx,0.6605568377572556,0.1321407683971871
75,FedProx,0.6649200847137275,0.13325936000189695
76,FedProx,0.6643322262245451,0.12911727004591717
77,FedProx,0.6686008088615363,0.13005553388105792
78,FedProx,0.6737733229942883,0.1258345359636098
79,FedProx,0.6679492144343321,0.12396556242846753
80,FedProx,0.6652476587443029,0.12135622500429004
81,FedProx,0.6643503990020548,0.12741112272665428
82,FedProx,0.6679599237802542,0.12173366844772117
83,FedProx,0.6678540560078663,0.12157097247659843
84,FedProx,0.6651765530510779,0.11975295749956012
85,FedProx,0.6692176533948748,0.11888955149741677
86,FedProx,0.6656444694571712,0.11744578956735173
87,FedProx,0.6726536295151416,0.11996146014034312
88,FedProx,0.6727171504010071,0.11288721390044515
89,FedProx,0.6729874424753162,0.11069123314064006
90,FedProx,0.6685074211726264,0.11064400203950928
91,FedProx,0.6716621956011567,0.10888057233535335
92,FedProx,0.6699044371814291,0.1119459261735469
93,FedProx,0.6693094346145456,0.11101435717888111
94,FedProx,0.6696271253002696,0.10639180592677962
95,FedProx,0.6669078179166132,0.10449329610916268
96,FedProx,0.6666317186390621,0.10554286233217722
97,FedProx,0.6734967704081982,0.1080312176583116
98,FedProx,0.6706850238221304,0.09862424648063321
99,FedProx,0.6720475055416401,0.10434863607947631
100,FedProx,0.6745376615276567,0.10019313748193857
1,SCAFFOLD,0.5301132387423015,0.35082914440778334
2,SCAFFOLD,0.5304629146411985,0.3427460103937416
3,SCAFFOLD,0.5392692285651718,0.336214224990241
4,SCAFFOLD,0.5417710108016893,0.3354902283929961
5,SCAFFOLD,0.5492689046335739,0.32914647038945544
6,SCAFFOLD,0.5620259120174176,0.32489191816213353
7,SCAFFOLD,0.5657647325123112,0.3159869455672498
8,SCAFFOLD,0.5673090675548182,0.31384658385752845
9,SCAFFOLD,0.5709002977761892,0.30865732049316363
10,SCAFFOLD,0.5726206192219049,0.3034930292573042
11,SCAFFOLD,0.581715232074172,0.2961585362236345
12,SCAFFOLD,0.5872086951567441,0.2955271508304002
13,SCAFFOLD,0.5912732575917636,0.29359960787776074
14,SCAFFOLD,0.5952943259374084,0.28825344318701657
15,SCAFFOLD,0.5960939649471467,0.2820529522724846
16,SCAFFOLD,0.6029845271716512,0.27906406790751753
17,SCAFFOLD,0.6066381166018194,0.27652062277206213
18,SCAFFOLD,0.6140497434761336,0.26547229389075455
19,SCAFFOLD,0.6190613517415828,0.26680176723419086
20,SCAFFOLD,0.6161982439363031,0.26426527770495567
21,SCAFFOLD,0.6173288724183558,0.26074024356503983
22,SCAFFOLD,0.622327268310314,0.25904239528377704
23,SCAFFOLD,0.6234747269897248,0.25424260424499956
24,SCAFFOLD,0.6257315136554973,0.24899465743439864
25,SCAFFOLD,0.6303346321953371,0.2454347761188838
26,SCAFFOLD,0.6298274821468218,0.24292913403579794
27,SCAFFOLD,0.6371218905360021,0.23686300935631574
28,SCAFFOLD,0.6372414997911658,0.23450860198496115
29,SCAFFOLD,0.6404604178415342,0.2331085792937563
30,SCAFFOLD,0.641229995387127,0.23197685643295368
31,SCAFFOLD,0.6415804000530255,0.22456698974195224
32,SCAFFOLD,0.6428200570809625,0.22166894576481377
33,SCAFFOLD,0.6467756597979704,0.2190985839258041
34,SCAFFOLD,0.6475897557534113,0.2183785681228443
35,SCAFFOLD,0.6516143715178857,0.21267575703381805
36,SCAFFOLD,0.6525070429704743,0.21277205263203977
37,SCAFFOLD,0.6499749645551349,0.2050487584409753
38,SCAFFOLD,0.6557413912612207,0.20380960216599997
39,SCAFFOLD,0.652928792347542,0.20103490253716133
40,SCAFFOLD,0.6564669911967425,0.20030286743596154
41,SCAFFOLD,0.6587365156757602,0.19816718965340527
42,SCAFFOLD,0.6546433101543953,0.19045192321350776
43,SCAFFOLD,0.6623418114074118,0.18908120550657875
44,SCAFFOLD,0.6636691176429849,0.18907143108372332
45,SCAFFOLD,0.663843719917543,0.18461146627634928
46,SCAFFOLD,0.6641011555103499,0.18045916759645061
47,SCAFFOLD,0.6652661647166477,0.18319940914282357
48,SCAFFOLD,0.6644285661620698,0.17977130023872656
49,SCAFFOLD,0.667480346295676,0.17747235287105526
50,SCAFFOLD,0.6675245717864485,0.17327872682117978
51,SCAFFOLD,0.6703136955349956,0.17407136701823153
52,SCAFFOLD,0.6672472462316198,0.16935697541905007
53,SCAFFOLD,0.6723536708376109,0.16989199946801553
54,SCAFFOLD,0.6728314247755074,0.16377616765836045
55,SCAFFOLD,0.672700898738324,0.16182905136136858
56,SCAFFOLD,0.6725020210653421,0.16192126006006846
57,SCAFFOLD,0.6761421571528903,0.1581180115714318
58,SCAFFOLD,0.6701294620551196,0.15891980652301074
59,SCAFFOLD,0.6771165104753727,0.15617016167582437
60,SCAFFOLD,0.6770509792511505,0.15191935706689413
61,SCAFFOLD,0.6777345803478955,0.15205996488435203
62,SCAFFOLD,0.6785738346365288,0.14939363358919708
63,SCAFFOLD,0.6759802215211751,0.15014224194791165
64,SCAFFOLD,0.6776587575175964,0.14529171113393494
65,SCAFFOLD,0.6808238957500673,0.14395599697350797
66,SCAFFOLD,0.6806606607168103,0.14556507019617393
67,SCAFFOLD,0.6804261472147242,0.1459582154009229
68,SCAFFOLD,0.6756823292730658,0.1438471188414687
69,SCAFFOLD,0.6822409873198682,0.13837273232180766
70,SCAFFOLD,0.6845212390904598,0.13710977306684408
71,SCAFFOLD,0.6844114850275537,0.138192840838333
72,SCAFFOLD,0.6824385455719987,0.13335849530624655
73,SCAFFOLD,0.6774037382610891,0.130163197567068
74,SCAFFOLD,0.6852302925355822,0.13088478422743247
75,SCAFFOLD,0.6822733745224439,0.1301153354250867
76,SCAFFOLD,0.6754172074431684,0.12614093693860912
77,SCAFFOLD,0.6844336927879308,0.12311891583458602
78,SCAFFOLD,0.6791010425361823,0.12217481898677887
79,SCAFFOLD,0.6799523925982689,0.12504035278114106
80,SCAFFOLD,0.6821901293022729,0.12087783989802464
81,SCAFFOLD,0.6881556532128287,0.12082045394518226
82,SCAFFOLD,0.6834582278678653,0.12025985873988748
83,SCAFFOLD,0.685607044364477,0.11982724343781374
84,SCAFFOLD,0.6902520945521478,0.11669559981421682
85,SCAFFOLD,0.6899955941623164,0.1171611075252967
86,SCAFFOLD,0.6851003142216735,0.11320326386265592
87,SCAFFOLD,0.6848745837081479,0.11310071990314527
88,SCAFFOLD,0.6819975429309009,0.11063675986880617
89,SCAFFOLD,0.6838703437682867,0.11383087924686423
90,SCAFFOLD,0.6873962175005724,0.11041488048608163
91,SCAFFOLD,0.687466914135224,0.10791172659522842
92,SCAFFOLD,0.6867634523999662,0.1076261355928533
93,SCAFFOLD,0.6895638649600256,0.1068468595611729
94,SCAFFOLD,0.6844030435095158,0.10766935600263974
95,SCAFFOLD,0.6866868190390802,0.10207327538775017
96,SCAFFOLD,0.6891781301063011,0.1022042735819293
97,SCAFFOLD,0.688860871102284,0.10255419505198561
98,SCAFFOLD,0.6904402014802193,0.10742401854961704
99,SCAFFOLD,0.6885324644940961,0.10333672690400172
100,SCAFFOLD,0.6865225442737283,0.10028509026500067
1,FedLoRA,0.5484096884828608,0.32698849449225476
2,FedLoRA,0.5584736930870294,0.3193600041868442
3,FedLoRA,0.5573914983449286,0.31983294244841465
4,FedLoRA,0.5625577537331136,0.3134275673424282
5,FedLoRA,0.5726389101371886,0.30966084371688635
6,FedLoRA,0.5756220687237503,0.3045392620780232
7,FedLoRA,0.5810886008330517,0.30105418272359796
8,FedLoRA,0.5822914868703677,0.2954108994441391
9,FedLoRA,0.5941443972256633,0.29343074625335575
10,FedLoRA,0.5978775650390786,0.28750985881314817
11,FedLoRA,0.5986520159933156,0.2832222603024956
12,FedLoRA,0.6030475268254591,0.2791114026995177
13,FedLoRA,0.5987949297080398,0.271305905685278
14,FedLoRA,0.6105196791646812,0.26989007094926065
15,FedLoRA,0.6116078124632798,0.2657722237496761
16,FedLoRA,0.6169349292705969,0.262847544576716
17,FedLoRA,0.620988659457044,0.2559254871839691
18,FedLoRA,0.6210957637420798,0.2581891315614079
19,FedLoRA,0.6201019262778532,0.2514741019959133
20,FedLoRA,0.6292109894364672,0.24525232397215743
21,FedLoRA,0.628702165294026,0.24073086792817225
22,FedLoRA,0.6326441518527739,0.2401226559281515
23,FedLoRA,0.6344234238941951,0.2371042520328223
24,FedLoRA,0.6377124154782164,0.23250607255550965
25,FedLoRA,0.6342107265407715,0.23084553728201695
26,FedLoRA,0.6470980922682897,0.22615614683516172
27,FedLoRA,0.6464247542037892,0.22537649524224573
28,FedLoRA,0.6511294306490703,0.21971524150571722
29,FedLoRA,0.6557817365482129,0.21803392983465492
30,FedLoRA,0.6518767054617358,0.21706968318602138
31,FedLoRA,0.6482912163622302,0.21730991489353335
32,FedLoRA,0.6528323713763502,0.20725840642050514
33,FedLoRA,0.6536376382427739,0.20550339901345613
34,FedLoRA,0.657428651757996,0.20196215037669538
35,FedLoRA,0.6607834297035409,0.20246966692882606
36,FedLoRA,0.6560849968097907,0.19591289343427348
37,FedLoRA,0.6646053963386146,0.1945964807573134
38,FedLoRA,0.660475028127788,0.19290925948136448
39,FedLoRA,0.6672703243962776,0.18846069520062508
40,FedLoRA,0.6673680836853241,0.18599848910404027
41,FedLoRA,0.6680222995158795,0.18450166538506324
42,FedLoRA,0.6699610346658704,0.17883569058145174
43,FedLoRA,0.669730082286966,0.17777237954163988
44,FedLoRA,0.6706354074580994,0.17750636877777168
45,FedLoRA,0.6685039087119394,0.17633958003585065
46,FedLoRA,0.6745003298783446,0.17342311967418447
47,FedLoRA,0.6811221842107685,0.16803833368555043
48,FedLoRA,0.6824843712477977,0.16848972493632333
49,FedLoRA,0.6814281054422675,0.16888389149454003
50,FedLoRA,0.6804637594846965,0.16630646795048573
51,FedLoRA,0.6771659658872119,0.16298228601892145
52,FedLoRA,0.6843394184128755,0.15934674508629668
53,FedLoRA,0.6806265567748441,0.16040162500610172
54,FedLoRA,0.6813413541046207,0.1560344037825352
55,FedLoRA,0.6813978132665087,0.15294156565129824
56,FedLoRA,0.6832425249963744,0.15179760235844963
57,FedLoRA,0.6823288822207498,0.15445408092926324
58,FedLoRA,0.6840248797951828,0.15018607142196572
59,FedLoRA,0.6816389669624098,0.15028484493456595
60,FedLoRA,0.6843641363594724,0.14526005963944738
61,FedLoRA,0.6928959331759323,0.1463785880930167
62,FedLoRA,0.6863923018213628,0.1416134580444759
63,FedLoRA,0.6864104812257594,0.1408458614577059
64,FedLoRA,0.6892283643663871,0.14450720364927244
65,FedLoRA,0.690240592950817,0.13947159728982
66,FedLoRA,0.685240890293462,0.13536624862491706
67,FedLoRA,0.6884084189869057,0.13465822482638895
68,FedLoRA,0.6922148668145798,0.13396706824474683
69,FedLoRA,0.6906828299496738,0.13424928974671924
70,FedLoRA,0.6906362521104703,0.1293903746582613
71,FedLoRA,0.695313946451506,0.12545230908901198
72,FedLoRA,0.6889851196676197,0.12696754566202967
73,FedLoRA,0.6916188477172659,0.12617460160357258
74,FedLoRA,0.6901487972565986,0.1250045792949351
75,FedLoRA,0.6965049937483705,0.12608478745536794
76,FedLoRA,0.6864908364830986,0.1227744840636396
77,FedLoRA,0.6906360938497016,0.12248002092503198
78,FedLoRA,0.6913473821547653,0.11738799404506386
79,FedLoRA,0.6952025002966329,0.12008460670144214
80,FedLoRA,0.69529687379179,0.12132197128991373
81,FedLoRA,0.6979193595648783,0.11747782866461215
82,FedLoRA,0.6892573803838398,0.11526296252955057
83,FedLoRA,0.6964669719464439,0.11390864993428532
84,FedLoRA,0.6935625189759768,0.11604038767793987
85,FedLoRA,0.6926634010945733,0.1094974094394203
86,FedLoRA,0.6964883559476598,0.11003511540757878
87,FedLoRA,0.6923103954865528,0.1101028069255049
88,FedLoRA,0.6890333504871943,0.10961464118405329
89,FedLoRA,0.6943391325789625,0.1062150639253316
90,FedLoRA,0.6911348918535075,0.10668594086314531
91,FedLoRA,0.6938528775022779,0.10451520103902394
92,FedLoRA,0.6970789883176169,0.10432957569538737
93,FedLoRA,0.6970585643815319,0.10285956496749935
94,FedLoRA,0.7010352998869521,0.09989288787009756
95,FedLoRA,0.6958217122621829,0.1012030807381377
96,FedLoRA,0.691961029013142,0.10208544756274525
97,FedLoRA,0.6944275774010189,0.09749925227710085
98,FedLoRA,0.6940672721670219,0.09806926652223494
99,FedLoRA,0.6932964262379674,0.09901490240283839
100,FedLoRA,0.6983755993628488,0.09469495478262185
1,Conflict-aware,0.5480396875805931,0.31829094572220423
2,Conflict-aware,0.5514878373859529,0.3109455791926245
3,Conflict-aware,0.5649465256353875,0.3086296813422184
4,Conflict-aware,0.5750661713216466,0.3040943743356622
5,Conflict-aware,0.580502389501173,0.29795101539912855
6,Conflict-aware,0.5798205066516474,0.2983959578942793
7,Conflict-aware,0.588486753837308,0.2907372326579693
8,Conflict-aware,0.5921736439926876,0.28926774481762724
9,Conflict-aware,0.5974281027912666,0.2834272724170819
10,Conflict-aware,0.6068526523220632,0.2760545634922897
11,Conflict-aware,0.6031253086018245,0.2725585308339826
12,Conflict-aware,0.6149170798963627,0.2702112585336061
13,Conflict-aware,0.6160761325815218,0.2655486171685864
14,Conflict-aware,0.6247323323327689,0.26168221209117537
15,Conflict-aware,0.6251717676117248,0.2572364524385054
16,Conflict-aware,0.6265227039618952,0.25048481406470147
17,Conflict-aware,0.6331373578188271,0.2500099366762081
18,Conflict-aware,0.6381205819779479,0.24244854527555604
19,Conflict-aware,0.6394749128779537,0.2441162059750681
20,Conflict-aware,0.6441412641771105,0.23847088430003635
21,Conflict-aware,0.6442823579004897,0.23510413617336484
22,Conflict-aware,0.6424825350596194,0.2327687707472508
23,Conflict-aware,0.6544932460170423,0.23048449253720124
24,Conflict-aware,0.6566772076954166,0.22386520685326267
25,Conflict-aware,0.6576935347102661,0.22007935000682036
26,Conflict-aware,0.6600111564037615,0.21834799414155726
27,Conflict-aware,0.6653641197601853,0.213355481386952
28,Conflict-aware,0.663230132052818,0.2125182994465401
29,Conflict-aware,0.6647293206812824,0.21470011084454343
30,Conflict-aware,0.6684361510015361,0.20652385242436977
31,Conflict-aware,0.6746313582772212,0.20710991386466165
32,Conflict-aware,0.6688781961867899,0.20028439602038248
33,Conflict-aware,0.6785073483554418,0.20089605036647606
34,Conflict-aware,0.6748267780282662,0.19697718466660338
35,Conflict-aware,0.6751786911987409,0.19486369803636455
36,Conflict-aware,0.683924410277907,0.1935345259777492
37,Conflict-aware,0.681446851442479,0.19336923608546525
38,Conflict-aware,0.6793630559369533,0.1877512683926888
39,Conflict-aware,0.6836495599496583,0.18516017989690287
40,Conflict-aware,0.6889193829644153,0.18055804535413875
41,Conflict-aware,0.6910439711044125,0.18130771160290077
42,Conflict-aware,0.6874715125034256,0.177327305967227
43,Conflict-aware,0.6912027444590886,0.1772032976703961
44,Conflict-aware,0.6933051997425275,0.1732123794659819
45,Conflict-aware,0.6903586006682604,0.17458196276830923
46,Conflict-aware,0.6944395821502444,0.1649741148889896
47,Conflict-aware,0.6943152943418539,0.16622498329314536
48,Conflict-aware,0.6937956861011654,0.16649722952215787
49,Conflict-aware,0.6948783598858502,0.16198614098745465
50,Conflict-aware,0.6974669233619192,0.15909295012470773
51,Conflict-aware,0.6982280531950155,0.15817116634453807
52,Conflict-aware,0.6972779661061602,0.1540039220535728
53,Conflict-aware,0.698497360184309,0.15509713148349066
54,Conflict-aware,0.7038822639118352,0.15786956731765625
55,Conflict-aware,0.7019185059399417,0.1534414955524548
56,Conflict-aware,0.7046361544254653,0.14712897721069274
57,Conflict-aware,0.7062605608797514,0.14582806542240284
58,Conflict-aware,0.7050674667182081,0.14502465920416202
59,Conflict-aware,0.7107322618847133,0.14613336540439054
60,Conflict-aware,0.7020363151886418,0.1408024746294506
61,Conflict-aware,0.7075051376678915,0.13941585444284366
62,Conflict-aware,0.7046692656446355,0.14094610358181198
63,Conflict-aware,0.7117119487194954,0.13931509128982883
64,Conflict-aware,0.711744896644819,0.135275716823117
65,Conflict-aware,0.701258918822779,0.13225325162685866
66,Conflict-aware,0.7046728123802894,0.1298820962241226
67,Conflict-aware,0.7100109379413627,0.13010329979162444
68,Conflict-aware,0.7108077293762769,0.1255863235434138
69,Conflict-aware,0.7110502663066026,0.13011905846610775
70,Conflict-aware,0.7090134851961176,0.1259568680364395
71,Conflict-aware,0.7109607257010998,0.12680204645893783
72,Conflict-aware,0.7119081670135182,0.1282232112482582
73,Conflict-aware,0.7100543399733581,0.125503789527462
74,Conflict-aware,0.7136944489921107,0.11955046884402298
75,Conflict-aware,0.7041449791321054,0.1223094578154461
76,Conflict-aware,0.7131226927119775,0.12162776082845168
77,Conflict-aware,0.7084044598650487,0.11658287837765567
78,Conflict-aware,0.7146559485605042,0.11495459929528265
79,Conflict-aware,0.7113556565874882,0.11544907468581428
80,Conflict-aware,0.7096261241983887,0.11129415427554523
81,Conflict-aware,0.7136544138118165,0.11628791095980856
82,Conflict-aware,0.7100288175961359,0.10740567836283682
83,Conflict-aware,0.7102449401035789,0.10889291466490846
84,Conflict-aware,0.7084925090233744,0.10947732176599156
85,Conflict-aware,0.7133165301836022,0.10849164636447389
86,Conflict-aware,0.7150808724704825,0.10822653630806675
87,Conflict-aware,0.7168450737179681,0.10740441076954174
88,Conflict-aware,0.7135285946410379,0.10541993890119845
89,Conflict-aware,0.717267643701679,0.10712467983559223
90,Conflict-aware,0.7143410931677162,0.09959367130015406
91,Conflict-aware,0.7141636109592475,0.10291106618951085
92,Conflict-aware,0.7163138543801854,0.10053834172675459
93,Conflict-aware,0.7179117327918251,0.10130549068134795
94,Conflict-aware,0.7138496049862973,0.10057147430461069
95,Conflict-aware,0.7142741963358906,0.097412030237227
96,Conflict-aware,0.7146490221212951,0.09707547615227131
97,Conflict-aware,0.7155005542064288,0.0990799019592297
98,Conflict-aware,0.7126666713081934,0.09734558412493816
99,Conflict-aware,0.7185626957184179,0.0944548319782123
100,Conflict-aware,0.7143835676004932,0.09907781260122689
1,Full framework,0.565379644053631,0.3061048946189653
2,Full framework,0.562136844448642,0.3035284004127152
3,Full framework,0.575138830832691,0.294652001400769
4,Full framework,0.5891230521874828,0.29339081422301816
5,Full framework,0.590979378616928,0.2875764692809253
6,Full framework,0.5960063494456243,0.28364296096622404
7,Full framework,0.6011325697179,0.2767164033198726
8,Full framework,0.6062583869848885,0.2743118233816304
9,Full framework,0.6130942770541492,0.2720186599932577
10,Full framework,0.6176664864074735,0.2698752393277971
11,Full framework,0.6268890792329519,0.2661877370536942
12,Full framework,0.6285556910305184,0.26022578698363896
13,Full framework,0.6332933982123087,0.2562547863249445
14,Full framework,0.6356582741308349,0.25128587878841435
15,Full framework,0.6435549293924406,0.25013158095968613
16,Full framework,0.6452607106601977,0.24527592641695678
17,Full framework,0.6514496077828709,0.2434904974918352
18,Full framework,0.6589840622341697,0.24235204800743299
19,Full framework,0.6606493057015794,0.23541505909287264
20,Full framework,0.6645925961604676,0.2291763317479766
21,Full framework,0.6675150201893427,0.22719959651003063
